precision,recall,f1,accuracy,model,roc_auc,average_prec
0.6326530612244898,0.7380952380952381,0.6813186813186813,0.7736412586235908,rfc,0.8383252005160132,0.7037200354659141
0.5818181818181818,0.7619047619047619,0.6597938144329897,0.7590442537439004,log,0.8251444276179258,0.6588842655036115
0.5513513513513514,0.8095238095238095,0.6559485530546624,0.7581187952212687,gpc,0.8267429468842896,0.6462657419424372
0.5852272727272727,0.8174603174603174,0.6821192052980133,0.779754893712491,xgb,0.8235178641539066,0.634096495015628
