precision,recall,f1,accuracy,model,roc_auc,average_prec
0.5242718446601942,0.8571428571428571,0.6506024096385542,0.7554265522463401,rfc,0.80371866060912,0.604325896681969
0.52,0.8253968253968254,0.6380368098159509,0.743087105277918,log,0.7924729373492624,0.5945274367831019
0.5174129353233831,0.8253968253968254,0.636085626911315,0.7413203208256212,gpc,0.7940153682203153,0.6082911547544244
0.5108695652173914,0.746031746031746,0.6064516129032258,0.7140052723091592,xgb,0.7839475012619889,0.6314729936081638
