precision,recall,f1,accuracy,model,roc_auc,average_prec
0.6172839506172839,0.7936507936507936,0.6944444444444444,0.787284760782994,rfc,0.8388019518761569,0.7003123642687855
0.6428571428571429,0.7142857142857143,0.6766917293233082,0.7688036345280161,log,0.8397834987940994,0.6735911349853341
0.6524822695035462,0.7301587301587301,0.6891385767790262,0.7785069269168209,gpc,0.8502720287172583,0.6931706264470446
0.5864197530864198,0.753968253968254,0.6597222222222222,0.7586095686802401,xgb,0.8135621739862022,0.6504520563349503
